Mangrove Assessment Criteria,Mangroves Present Absent,Mangrove,,,
Mangrove Assessment Criteria,Mangroves Present Absent,No Mangrove,,,
Mangrove Assessment Criteria,Components,Dominant Canopy,,,
Mangrove Assessment Criteria,Components,Fringe Edge,,,
Mangrove Assessment Criteria,Components,Emergent Trees,,,
Mangrove Assessment Criteria,Components,Saplings,,,
Mangrove Assessment Criteria,Components,Seedlings,,,
Mangrove Assessment Criteria,Species,Acanthus ebracteatus ,,,
Mangrove Assessment Criteria,Species,Acanthus ilicifolius ,,,
Mangrove Assessment Criteria,Species,Avicennia alba ,,,
Mangrove Assessment Criteria,Species,Avicennia bicolor,,,
Mangrove Assessment Criteria,Species,Avicennia germinans,,,
Mangrove Assessment Criteria,Species,Avicennia integra,,,
Mangrove Assessment Criteria,Species,Avicennia marina,,,
Mangrove Assessment Criteria,Species,Avicennia officinalis,,,
Mangrove Assessment Criteria,Species,Avicennia rumphiana,,,
Mangrove Assessment Criteria,Species,Avicennia schaueriana,,,
Mangrove Assessment Criteria,Species,Nypa fruticans ,,,
Mangrove Assessment Criteria,Species,Dolichandrone spathacea ,,,
Mangrove Assessment Criteria,Species,Tabebuia palustris,,,
Mangrove Assessment Criteria,Species,Camptostemon philippinense ,,,
Mangrove Assessment Criteria,Species,Camptostemon schultzii,,,
Mangrove Assessment Criteria,Species,Cynometra iripa ,,,
Mangrove Assessment Criteria,Species,Mora oleifera,,,
Mangrove Assessment Criteria,Species,Muellera moniliformis,,,
Mangrove Assessment Criteria,Species,Lumnitzera littorea ,,,
Mangrove Assessment Criteria,Species,Lumnitzera racemosa ,,,
Mangrove Assessment Criteria,Species,Lumnitzera X rosea ,,,
Mangrove Assessment Criteria,Species,Laguncularia racemosa,,,
Mangrove Assessment Criteria,Species,Conocarpus erectus,,,
Mangrove Assessment Criteria,Species,Diospyros littorea ,,,
Mangrove Assessment Criteria,Species,Excoecaria agallocha,,,
Mangrove Assessment Criteria,Species,Barringtonia racemosa ,,,
Mangrove Assessment Criteria,Species,Crenea patentinervis,,,
Mangrove Assessment Criteria,Species,Pemphis acidula,,,
Mangrove Assessment Criteria,Species,Sonneratia alba ,,,
Mangrove Assessment Criteria,Species,Sonneratia apetala,,,
Mangrove Assessment Criteria,Species,Sonneratia caseolaris,,,
Mangrove Assessment Criteria,Species,Sonneratia griffithi,,,
Mangrove Assessment Criteria,Species,Sonneratia X gulngai ,,,
Mangrove Assessment Criteria,Species,Sonneratia X hainanensis,,,
Mangrove Assessment Criteria,Species,Sonneratia lanceolata ,,,
Mangrove Assessment Criteria,Species,Sonneratia ovata,,,
Mangrove Assessment Criteria,Species,Sonneratia X urama ,,,
Mangrove Assessment Criteria,Species,Brownlowia tersa,,,
Mangrove Assessment Criteria,Species,Heritiera fomes ,,,
Mangrove Assessment Criteria,Species,Heritiera littoralis,,,
Mangrove Assessment Criteria,Species,Pavonia paludicola,,,
Mangrove Assessment Criteria,Species,Pavonia rhizophorae,,,
Mangrove Assessment Criteria,Species,Xylocarpus granatum,,,
Mangrove Assessment Criteria,Species,Xylocarpus moluccensis,,,
Mangrove Assessment Criteria,Species,Aegiceras corniculatum ,,,
Mangrove Assessment Criteria,Species,Aegiceras floridum,,,
Mangrove Assessment Criteria,Species,Osbornia octodonta ,,,
Mangrove Assessment Criteria,Species,Pelliciera rhizophorae,,,
Mangrove Assessment Criteria,Species,Aegialitis annulata ,,,
Mangrove Assessment Criteria,Species,Aegialitis rotundifolia,,,
Mangrove Assessment Criteria,Species,Acrostichum aureum ,,,
Mangrove Assessment Criteria,Species,Acrostichum speciosum,,,
Mangrove Assessment Criteria,Species,Acrostichum danaeifolium,,,
Mangrove Assessment Criteria,Species,Bruguiera cylindrica ,,,
Mangrove Assessment Criteria,Species,Bruguiera exaristata ,,,
Mangrove Assessment Criteria,Species,Bruguiera gymnorhiza ,,,
Mangrove Assessment Criteria,Species,Bruguiera hainesii,,,
Mangrove Assessment Criteria,Species,Bruguiera parviflora ,,,
Mangrove Assessment Criteria,Species,Bruguiera X rhynchopetala ,,,
Mangrove Assessment Criteria,Species,Bruguiera sexangula ,,,
Mangrove Assessment Criteria,Species,Ceriops australis ,,,
Mangrove Assessment Criteria,Species,Ceriops decandra ,,,
Mangrove Assessment Criteria,Species,Ceriops pseudodecandra,,,
Mangrove Assessment Criteria,Species,Ceriops tagal ,,,
Mangrove Assessment Criteria,Species,Ceriops zippeliana,,,
Mangrove Assessment Criteria,Species,Kandelia candel,,,
Mangrove Assessment Criteria,Species,Kandelia obovata,,,
Mangrove Assessment Criteria,Species,Rhizophora X annamalayana ,,,
Mangrove Assessment Criteria,Species,Rhizophora apiculata,,,
Mangrove Assessment Criteria,Species,Rhizophora X brevistyla,,,
Mangrove Assessment Criteria,Species,Rhizophora X harrisonii,,,
Mangrove Assessment Criteria,Species,Rhizophora X lamarckii ,,,
Mangrove Assessment Criteria,Species,Rhizophora mangle,,,
Mangrove Assessment Criteria,Species,Rhizophora mucronata ,,,
Mangrove Assessment Criteria,Species,Rhizophora racemosa,,,
Mangrove Assessment Criteria,Species,Rhizophora samoensis,,,
Mangrove Assessment Criteria,Species,Rhizophora X selala,,,
Mangrove Assessment Criteria,Species,Rhizophora stylosa ,,,
Mangrove Assessment Criteria,Species,Rhizophora X tomlinsonii,,,
Mangrove Assessment Criteria,Species,Scyphiphora hydrophylacea ,,,
Mangrove Assessment Criteria,Forrest Structure,Upper Canopy,Stem Density,Scattered Clumps,
Mangrove Assessment Criteria,Forrest Structure,Upper Canopy,Stem Density,Sparse,
Mangrove Assessment Criteria,Forrest Structure,Upper Canopy,Stem Density,Open,
Mangrove Assessment Criteria,Forrest Structure,Upper Canopy,Stem Density,Open-Continuous,
Mangrove Assessment Criteria,Forrest Structure,Upper Canopy,Stem Density,Closed-Continuous,
Mangrove Assessment Criteria,Forrest Structure,Upper Canopy,Canopy Height,Very Short <2m,
Mangrove Assessment Criteria,Forrest Structure,Upper Canopy,Canopy Height,Short 2 -<8m,
Mangrove Assessment Criteria,Forrest Structure,Upper Canopy,Canopy Height,Moderate 8 -<15m,
Mangrove Assessment Criteria,Forrest Structure,Upper Canopy,Canopy Height,Tall 15-20m,
Mangrove Assessment Criteria,Forrest Structure,Upper Canopy,Canopy Height,Very Tall 20m plus,
Mangrove Assessment Criteria,Forrest Structure,Fringe Canopy,Stem Density,Scattered Clumps,
Mangrove Assessment Criteria,Forrest Structure,Fringe Canopy,Stem Density,Sparse,
Mangrove Assessment Criteria,Forrest Structure,Fringe Canopy,Stem Density,Open,
Mangrove Assessment Criteria,Forrest Structure,Fringe Canopy,Stem Density,Open-Continuous,
Mangrove Assessment Criteria,Forrest Structure,Fringe Canopy,Stem Density,Closed-Continuous,
Mangrove Assessment Criteria,Forrest Structure,Fringe Canopy, Canopy Height,Very Short <2m,
Mangrove Assessment Criteria,Forrest Structure,Fringe Canopy, Canopy Height,Short 2 -<8m,
Mangrove Assessment Criteria,Forrest Structure,Fringe Canopy, Canopy Height,Moderate 8 -<15m,
Mangrove Assessment Criteria,Forrest Structure,Fringe Canopy, Canopy Height,Tall 15-20m,
Mangrove Assessment Criteria,Forrest Structure,Fringe Canopy, Canopy Height,Very Tall 20m plus,
Mangrove Assessment Criteria,Forrest Structure,Canopy Openness,"Open, High PLaces",,
Mangrove Assessment Criteria,Forrest Structure,Canopy Openness,Little High ~25%,,
Mangrove Assessment Criteria,Forrest Structure,Canopy Openness,"Come, halfway down ~50%",,
Mangrove Assessment Criteria,Forrest Structure,Canopy Openness,"Most, bases discernable ~75%",,
Mangrove Assessment Criteria,Forrest Structure,Canopy Openness,"All, from crown to ground",,
Mangrove Assessment Criteria,Forrest Structure,Seedling/Sapling,Seedlings (<0.5m),Sparse <10%,
Mangrove Assessment Criteria,Forrest Structure,Seedling/Sapling,Seedlings (<0.5m),Low 10 -<30%,
Mangrove Assessment Criteria,Forrest Structure,Seedling/Sapling,Seedlings (<0.5m),Moderate 30 -<60%,
Mangrove Assessment Criteria,Forrest Structure,Seedling/Sapling,Seedlings (<0.5m),Dense 60 -<90%,
Mangrove Assessment Criteria,Forrest Structure,Seedling/Sapling,Seedlings (<0.5m),Very Dense 90 plus %,
Mangrove Assessment Criteria,Forrest Structure,Seedling/Sapling,Sapling Saplings (0.5m - 1.5m,Sparse <10%,
Mangrove Assessment Criteria,Forrest Structure,Seedling/Sapling,Sapling Saplings (0.5m - 1.5m,Low 10 -<30%,
Mangrove Assessment Criteria,Forrest Structure,Seedling/Sapling,Sapling Saplings (0.5m - 1.5m,Moderate 30 -<60%,
Mangrove Assessment Criteria,Forrest Structure,Seedling/Sapling,Sapling Saplings (0.5m - 1.5m,Dense 60 -<90%,
Mangrove Assessment Criteria,Forrest Structure,Seedling/Sapling,Sapling Saplings (0.5m - 1.5m,Very Dense 90 plus %,
Mangrove Assessment Criteria,Forrest Structure,Condition,Dieback,Present <5% ,
Mangrove Assessment Criteria,Forrest Structure,Condition,Dieback,Noticable ~25%,
Mangrove Assessment Criteria,Forrest Structure,Condition,Dieback,Obvious 50%,
Mangrove Assessment Criteria,Forrest Structure,Condition,Dieback,Very Obvious 75%,
Mangrove Assessment Criteria,Forrest Structure,Condition,Dieback,Extreme >90%,
Mangrove Assessment Criteria,Forrest Structure,Condition,Canopy Cover,Very Low <10%,
Mangrove Assessment Criteria,Forrest Structure,Condition,Canopy Cover,Low 10 -<30%,
Mangrove Assessment Criteria,Forrest Structure,Condition,Canopy Cover,Moderate 30 -<60%,
Mangrove Assessment Criteria,Forrest Structure,Condition,Canopy Cover,Dense 60 -<90%,
Mangrove Assessment Criteria,Forrest Structure,Condition,Canopy Cover,Full 90% plus,
Mangrove Assessment Criteria,Forrest Structure,Condition,Dead Trees,Present,
Mangrove Assessment Criteria,Forrest Structure,Condition,Dead Trees,Absent,
Mangrove Assessment Criteria,Forrest Structure,Condition,Fallen Trees,Present,
Mangrove Assessment Criteria,Forrest Structure,Condition,Fallen Trees,Absent,
Mangrove Assessment Criteria,Forrest Structure,Processes,Erosion/Deposition,Expansion/Retreat,Expanding
Mangrove Assessment Criteria,Forrest Structure,Processes,Erosion/Deposition,Expansion/Retreat,Growing
Mangrove Assessment Criteria,Forrest Structure,Processes,Erosion/Deposition,Expansion/Retreat,Stable
Mangrove Assessment Criteria,Forrest Structure,Processes,Erosion/Deposition,Expansion/Retreat,Recovery
Mangrove Assessment Criteria,Forrest Structure,Processes,Erosion/Deposition,Expansion/Retreat,Retreating
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Reclamation Loss,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Constructed Wetland,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Direct Damage,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Restricted Tidal Exchange,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Introduced Invasive,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Spill Damage,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Species-specific Effect,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Depositional Gain,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Root Burial,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Algal Excess,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Centre Sinking,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Upstream Shift,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Wrack Accumulation,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Herbivore/Insect Attack,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Storm Damage,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Light Gaps,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Waterfront Erosion,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Zonal Shift,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Ecotone Shift,,
Mangrove Assessment Criteria,Forrest Structure,Driver Indicators,Latitudinal Shift,,
Mangrove Assessment Criteria,Forrest Structure,Forrest Continuity,Forrest Gaps,Human Caused,
Mangrove Assessment Criteria,Forrest Structure,Forrest Continuity,Forrest Gaps,Natural Likely,
Mangrove Assessment Criteria,Forrest Structure,Forrest Continuity,Slope Position,Front,
Mangrove Assessment Criteria,Forrest Structure,Forrest Continuity,Slope Position,Front-Mid,
Mangrove Assessment Criteria,Forrest Structure,Forrest Continuity,Slope Position,Mid,
Mangrove Assessment Criteria,Forrest Structure,Forrest Continuity,Slope Position,Mid-Top,
Mangrove Assessment Criteria,Forrest Structure,Forrest Continuity,Slope Position,Top,
Mangrove Assessment Criteria,Forrest Structure,Forrest Continuity,Slope Position,All,
Shoreline BioPhysical Features,Bank Processes,Accreting,,,
Shoreline BioPhysical Features,Bank Processes,Stable,,,
Shoreline BioPhysical Features,Bank Processes,Exposed,,,
Shoreline BioPhysical Features,Bank Processes,Eroding,,,
Shoreline BioPhysical Features,Bank Processes,Undercut,,,
Shoreline BioPhysical Features,Bank Processes,Slumped,,,
Shoreline BioPhysical Features,Intertidal Substrate,Mangrove Mud,,,
Shoreline BioPhysical Features,Intertidal Substrate,Fine Mud,,,
Shoreline BioPhysical Features,Intertidal Substrate,Fine Sand,,,
Shoreline BioPhysical Features,Intertidal Substrate,Sand,,,
Shoreline BioPhysical Features,Intertidal Substrate,Clay,,,
Shoreline BioPhysical Features,Intertidal Substrate,Peat,,,
Shoreline BioPhysical Features,Intertidal Substrate,Gravel,,,
Shoreline BioPhysical Features,Intertidal Substrate,Sandstone/Mudstone,,,
Shoreline BioPhysical Features,Intertidal Substrate,Coral Platform,,,
Shoreline BioPhysical Features,Intertidal Substrate,Rock Rubble,,,
Shoreline BioPhysical Features,Intertidal Substrate,Solid Rock,,,
Shoreline BioPhysical Features,Intertidal Substrate,Built Wall,,,
Shoreline BioPhysical Features,Setting/Bank Slope,Setting,Tidal Channel,,
Shoreline BioPhysical Features,Setting/Bank Slope,Setting,Tidal Inlet,,
Shoreline BioPhysical Features,Setting/Bank Slope,Setting,Tidal Creek,,
Shoreline BioPhysical Features,Setting/Bank Slope,Setting,Canal,,
Shoreline BioPhysical Features,Setting/Bank Slope,Setting,River Estuary,,
Shoreline BioPhysical Features,Setting/Bank Slope,Setting,Passage/Channel,,
Shoreline BioPhysical Features,Setting/Bank Slope,Setting,Embayment,,
Shoreline BioPhysical Features,Setting/Bank Slope,Slope,Flat <5 deg,,
Shoreline BioPhysical Features,Setting/Bank Slope,Slope,Gentle 5 -<20 deg,,
Shoreline BioPhysical Features,Setting/Bank Slope,Slope,Moderate 20 -<45 deg,,
Shoreline BioPhysical Features,Setting/Bank Slope,Slope,Steep 45 -<70 deg,,
Shoreline BioPhysical Features,Setting/Bank Slope,Slope,Sheer 70+ deg,,
Shoreline BioPhysical Features,Setting/Bank Slope,Shape,Flat <5 deg,,
Shoreline BioPhysical Features,Setting/Bank Slope,Shape,Smooth,,
Shoreline BioPhysical Features,Setting/Bank Slope,Shape,Tiered,,
Shoreline BioPhysical Features,Setting/Bank Slope,Shape,2-Tiered,,
Shoreline BioPhysical Features,Setting/Bank Slope,Shape,Rounded,,
Shoreline BioPhysical Features,Setting/Bank Slope,Shape,Obtuse,,
Shoreline BioPhysical Features,Setting/Bank Slope,Shape,Right Angle,,
Shoreline BioPhysical Features,Setting/Bank Slope,Shape,Square,,
Shoreline BioPhysical Features,Setting/Bank Slope,Shape,Square - Ledge,,
Shoreline BioPhysical Features,Setting/Bank Slope,Shape,Berm,,
Shoreline BioPhysical Features,Setting/Bank Slope,Shape,Cliff,,
Shoreline BioPhysical Features,Setting/Bank Slope,Shape,Cliff - Ledge,,
Shoreline BioPhysical Features,Human Modifications,Modification Types,Rock Wall,,
Shoreline BioPhysical Features,Human Modifications,Modification Types,Cement Wall,,
Shoreline BioPhysical Features,Human Modifications,Modification Types,Wooden Wall,,
Shoreline BioPhysical Features,Human Modifications,Modification Types,Metal Sheeting,,
Shoreline BioPhysical Features,Human Modifications,Modification Types,Composite,,
Shoreline BioPhysical Features,Human Modifications,Extra Notes,Litter,,
Shoreline BioPhysical Features,Human Modifications,Extra Notes,Warf,,
Shoreline BioPhysical Features,Human Modifications,Extra Notes,Jetty,,
Shoreline BioPhysical Features,Human Modifications,Extra Notes,Pontoon,,
Shoreline BioPhysical Features,Human Modifications,Extra Notes,Baffle/Gabbion,,
Shoreline BioPhysical Features,Human Modifications,Extra Notes,Groyne,,
Shoreline BioPhysical Features,Human Modifications,Extra Notes,Marina,,
Shoreline BioPhysical Features,Human Modifications,Extra Notes,Drain,,
Shoreline BioPhysical Features,Human Modifications,Extra Notes,Bridge,,
Shoreline BioPhysical Features,Human Modifications,Extra Notes,Pylon,,
Shoreline BioPhysical Features,Human Modifications,Extra Notes,Sign,,
Shoreline BioPhysical Features,Human Modifications,Extra Notes,Pipe,,
Shoreline BioPhysical Features,Human Modifications,Extra Notes,Rubbish,,
Shoreline BioPhysical Features,Land Use Types,"Land Use, General","Agriculture, grazing",,
Shoreline BioPhysical Features,Land Use Types,"Land Use, General","Agriculture, crops",,
Shoreline BioPhysical Features,Land Use Types,"Land Use, General",Industrial,,
Shoreline BioPhysical Features,Land Use Types,"Land Use, General",Port Development,,
Shoreline BioPhysical Features,Land Use Types,"Land Use, General",Mining,,
Shoreline BioPhysical Features,Land Use Types,"Land Use, General",Urban,,
Shoreline BioPhysical Features,Land Use Types,"Land Use, General",City,,
Shoreline BioPhysical Features,Land Use Types,Extra Notes,Wier Upstream,,
Shoreline BioPhysical Features,Land Use Types,Extra Notes,Dam Upstream,,
Shoreline BioPhysical Features,Land Use Types,Extra Notes,Shipping Port,,
Shoreline BioPhysical Features,Land Use Types,Extra Notes,Larger Vessell Traffic,,
Shoreline BioPhysical Features,Land Use Types,Extra Notes,Marina Development,,
Shoreline BioPhysical Features,Land Use Types,Extra Notes,Small Vessell Traffic,,
Shoreline BioPhysical Features,Land Use Types,Extra Notes,Ponded Pastures,,
Shoreline BioPhysical Features,Land Use Types,Extra Notes,Tilled Agriculture,,
Shoreline BioPhysical Features,Land Use Types,Extra Notes,Heavy Cropping,,
Non-Mangrove Assessment Criteria,Non-Mangrove Vegetation,Tidal Saltmarsh,,,
Non-Mangrove Assessment Criteria,Non-Mangrove Vegetation,Saline Grassland,,,
Non-Mangrove Assessment Criteria,Non-Mangrove Vegetation,Sedge Swamp,,,
Non-Mangrove Assessment Criteria,Non-Mangrove Vegetation,"Depression, shallow",,,
Non-Mangrove Assessment Criteria,Non-Mangrove Vegetation,Saltpan,,,